SaleID,CustomerID,ProductID,DateID,Quantity,SalesAmount
c0078cd1-3ddc-439a-b41d-7498e8e75e62,C0460,1020,1,18.0,1639.1
be8532af-16b7-432c-a13d-4c6e6836d12d,C0198,1029,2,42.0,186.11
8666f277-cc58-4fde-9d58-697da9e040f2,C0524,1012,3,49.0,1712.72
383e0a2b-7e00-454e-a269-b2f73ecd33f2,C0285,1016,4,50.0,1015.07
d9a7f974-9572-48dd-aa36-3f96b280dfc7,C0369,1021,5,21.0,66.36
d71733ac-4fc4-42e6-ae48-c2150c8a92ae,C0709,1016,6,31.0,1705.51
b7475afb-27f7-46fe-8bcd-c099c178d17f,C0929,1047,7,3.0,1509.94
f5953c0c-e9bc-489a-9333-1e0c0a81d873,C0019,1027,8,25.0,1635.15
427c33bb-dff7-4332-8d29-954728c713b1,C0983,1020,9,31.0,1070.59
812ad61f-2e80-4b95-ae02-a91976bd2baa,C0536,1006,10,2.0,1097.0
a18dadb3-b2e6-476e-b2fb-b4a477721bf0,C0164,1005,6,38.0,683.83
fb7031b8-6ea9-48f1-9a00-9bc178359f8d,C0955,1017,11,26.0,1187.22
16380106-881a-4b17-b7a6-cdb1cb7b0310,C0102,1046,12,37.0,1660.55
3b8b6be3-3531-4e99-bb88-f690abf80831,C0246,1039,13,12.0,1285.76
1c2ea051-0ea9-4464-9328-f005529e49b0,C0231,1044,14,2.0,580.56
385f4dc3-93d8-4aea-9448-9ae392f1c70f,C0266,1012,15,38.0,1729.19
65286b1d-53a6-4935-a98a-1cb1876e571e,C0558,1018,16,44.0,1700.77
a71af1cd-5827-45bc-9819-7b822084b056,C0267,1004,17,20.0,1685.47
fc2fbc9b-7dd9-47f9-8c88-f4657b809fda,C0647,1023,18,37.0,960.8
d5ffcbb0-4af7-471e-a978-8d26a139e065,C0099,1030,19,5.0,1220.63
0ca44dee-070d-4ba5-92f5-4294061c1b6a,C0152,1002,20,29.0,415.25
f97142ca-80a7-4ab5-8c96-7b0469fb88a5,C0036,1027,21,42.0,1493.54
58c1a7e8-29f1-4d4c-9888-cd673ceba8e6,C0023,1027,22,15.0,1433.8
eb6df0f0-19b3-4275-b39a-c35781dfdb4e,C0362,1043,23,39.0,426.93
ea120dd2-45d7-4ad7-8368-b0467279d9d9,C0422,1003,24,35.0,1015.07
3641c1a6-0bdb-4aaf-a3b0-458602903485,C0709,1040,25,2.0,312.35
136ab78d-42f8-4a6e-8943-2094d42bdd3f,C0743,1003,26,4.0,416.27
66bc9a58-2e6d-4348-92f8-f57474dc0de4,C0308,1029,27,38.0,1679.89
1268b62d-b2d7-4b7c-9b18-5560c7ebaa04,C0523,1041,28,5.0,1660.59
18014131-342b-49b5-907d-48a526417144,C0736,1023,29,6.0,1314.46
eb5a95a7-ce17-470a-b427-aa4c664392de,C0835,1025,30,12.0,1298.54
30b84bb4-7e58-4ca5-8fa2-1f623f55b3b5,C0140,1005,6,22.0,318.78
5f8bb866-d86e-4395-b3a5-58bf7600d3e6,C0355,1011,31,12.0,407.13
8268a6e7-968a-4445-80c5-b59d37e7e3b4,C0408,1023,32,38.0,149.62
d02bc4a1-62de-4e8b-8f8a-9e24face51cd,C0067,1011,33,43.0,117.33
7558e674-3185-4e8b-aac7-b69f696ff520,C0581,1049,34,24.0,566.6
4afa45a3-75ba-4560-b54b-2ecd125c7035,C0010,1000,35,39.0,63.47
bf9aa06a-da36-4664-83cd-7dfc777e6eb2,C0527,1026,36,3.0,1116.63
a92bb4e9-3082-4299-bee5-8027fe2d403a,C0811,1030,37,26.0,1475.13
bf55606a-74d3-41c4-8cef-0ca72e4a274e,C0755,1006,38,33.0,1330.2
a7df02f3-4b9a-4e9b-9113-9c9a5da29e37,C0219,1015,39,26.0,327.25
88fa37b6-09fd-4184-9721-208d5b212866,C0672,1006,40,39.0,1828.59
e0cc0f71-11f2-471b-a9b1-5d5124a9d96c,C0815,1014,41,10.0,1601.49
a256770c-db66-437d-9db8-6346f9d8d8ee,C0710,1026,42,23.0,1803.84
59329e7d-8f3b-46ba-9942-320f5da6f2d3,C0199,1017,43,23.0,454.09
eadd19f2-3559-4a99-ad07-393bc6bac4f5,C0750,1045,6,24.0,920.92
4e737a78-aeff-4adf-94a0-fef9dde62658,C0669,1027,44,49.0,1173.01
f19231fe-3de1-48b9-9efa-dc2884f65eec,C0705,1022,45,46.0,70.83
1c7278b6-d1be-4426-822a-0ef8039e013a,C0349,1026,28,4.0,438.13
a7073ff5-3730-4d09-a663-9d9901468c8f,C0519,1044,29,12.0,187.88
949dd381-1374-4c88-b015-203191c45582,C0255,1028,46,10.0,1430.55
7e2ee1e6-7d6e-4919-b4bf-513c9f1a5c3a,C0242,1011,47,4.0,87.0
182d4630-5e13-47ca-8047-172d8bb80d9b,C0484,1036,48,44.0,1015.07
1a53d0e8-0170-46b2-aa74-73a36f97db21,C0988,1034,49,13.0,1369.19
197d12b4-c030-4270-85c9-107b1400cdfa,C0719,1046,50,34.0,547.12
e63c465b-1899-4c98-9b0c-4418336d6bfd,C0300,1009,51,38.0,630.2
bc361bb9-cfab-4a32-8860-13d68c1e447d,C0232,1017,52,24.0,534.62
efd718d4-54bc-4be5-ba44-b7f8e84b488f,C0256,1044,17,26.0,184.42
9a14c492-be52-4068-90e0-67e2048aadb1,C0735,1017,53,34.0,1107.99
e574a566-b13b-40d4-962f-ef3b667e1e8f,C0292,1034,54,11.0,111.07
b9ffb5d6-253b-4d59-a363-02a6a51aaa22,C0064,1009,55,50.0,1685.41
b3a786d3-7ed0-4087-969b-d20c8a9c310f,C0749,1040,13,8.0,1453.5
0fb893e1-62a4-4668-88f8-eb5fc955dc37,C0390,1015,56,21.0,1379.18
d29c7619-8515-457d-b638-095a0360cfee,C0598,1017,39,14.0,1897.31
4ddf28d3-014d-4ae9-be7c-4f3b338a92c2,C0172,1049,57,15.0,209.86
023fab01-4ef7-462a-b12b-7eb26b6d301b,C0643,1009,58,8.0,1125.76
a022602d-50f9-438b-819e-6efb98149b43,C0265,1037,59,3.0,74.77
cfc48ad9-4630-44e4-8348-b6651673df95,C0482,1007,60,10.0,1015.07
88de872f-a99a-4049-a5b9-ab2486c61260,C0854,1033,47,3.0,321.19
c03f2b6a-26b6-42bb-b8a2-256e2b359312,C0804,1021,61,30.0,178.51
446934cb-7db4-4452-8628-b1da6bc94992,C0490,1049,62,35.0,706.35
cc81a00e-42ee-4d00-b7bc-ff49f7ab5ebf,C0920,1026,63,26.0,1499.29
4d0dd941-70f4-4131-94c8-989e198f9555,C0668,1008,64,7.0,1482.66
5d76d2b3-7ccc-4236-9ec2-7afb2fab57a8,C0853,1036,48,46.0,1681.72
c20dbbdd-653d-47ca-88cf-968afaf87907,C0566,1009,65,17.0,1680.94
fc0e8cc9-73da-437a-92c6-012ca8ae0298,C0736,1027,66,10.0,858.03
1561b6c7-e70b-4a8a-b7b2-7f286d1d89b6,C0363,1027,33,20.0,1395.9
ac24fdb7-3dd3-4314-9b8f-c00d609fba9c,C0189,1032,10,17.0,999.8
547b1ca9-b13d-44c0-b035-b67e898ec083,C0267,1048,67,25.0,109.49
17712153-2a14-4934-8fb4-e96620512eda,C0760,1015,46,2.0,1842.46
76336300-e9cf-40aa-9ca2-2584acb6c756,C0261,1005,68,39.0,1823.12
3e15cf20-9455-4c7f-8f96-74c2cb314d0c,C0983,1044,69,48.0,1704.28
2b513981-aefe-4fdd-8e8c-e5162ffa3302,C0198,1018,70,47.0,493.34
43820e30-b97a-465e-ac58-224b28d47db5,C0856,1025,71,27.0,1363.31
9b021985-b81f-4247-b3f8-ed46c1889788,C0176,1037,22,25.0,856.0
e4e1c6ee-010c-4e8b-b537-c6c5e6d9ce72,C0400,1003,71,5.0,1893.26
60f762f9-080a-43ba-80e7-c999aea4d32c,C0261,1010,25,13.0,1819.99
1c428051-2b97-4fe5-a40b-161d41ab8e1e,C0134,1019,48,17.0,724.72
1eacc82d-1c09-43fd-8919-f561c55318ba,C0367,1046,72,24.0,956.12
922f3693-6f51-4b00-b592-5fe7a3b29b66,C0078,1003,73,6.0,614.64
f19345ff-66b2-479b-8911-f224d6ada62a,C0735,1005,32,38.0,1185.03
ce462655-3852-4898-b927-c018b4b9dac1,C0958,1041,74,29.0,581.96
9d4c49dd-26c2-49ad-b6c5-5625a8b53857,C0432,1005,75,30.0,1525.73
b805b1aa-734c-4f43-b043-b962119d23ea,C0790,1016,6,44.0,148.59
f2237e29-a380-4b52-bb2d-c4699d333b91,C0390,1000,75,24.0,190.84
6654b1f5-1650-44d9-b576-137dc0d710a0,C0816,1038,76,9.0,810.3
7e9f0322-ab86-47f5-a766-3ca0eac9e622,C0798,1047,31,7.0,1015.07
efe2b0fd-ff42-47e0-a3d3-596f40e57e07,C0955,1012,77,45.0,1921.64
9fd6592e-51d2-47aa-b5a2-6a779db2b3d2,C0673,1029,78,13.0,810.58
e2c34c5a-18e0-44c6-87b9-3026a1d56f61,C0225,1018,62,43.0,944.71
d8e236b8-4bbf-4e63-8544-54e21526aabb,C0178,1026,76,12.0,1621.67
56033c89-94ce-4b8a-bf22-05f5313541e9,C0992,1031,36,16.0,725.72
f8d89e28-07af-4f44-9e07-a83ab7228db8,C0838,1005,48,50.0,170.53
a6a7dd47-2c55-454f-8f8f-e7890d729811,C0197,1018,37,1.0,847.78
15236e7e-041e-4f43-95b3-22691485bc33,C0910,1001,72,7.0,586.63
91e7fc59-4a3a-4f52-93d5-8b04337f6349,C0595,1009,79,47.0,1290.08
884f702a-5c9c-426d-ac2c-2cbf43a816ff,C0502,1006,29,32.0,1027.42
f8e716bc-35eb-4fda-96c2-5a13e3afb336,C0219,1020,1,9.0,1275.15
3852c8ce-e757-4545-a2f9-116c5c044bbd,C0990,1000,80,6.0,91.38
b2ec0db6-9331-49d0-b739-3e369d972e9e,C0060,1045,81,39.0,265.11
ea39ef04-cd4a-47f2-8edf-2cad7d3f6a45,C0219,1009,82,8.0,1969.99
d2f5c3e9-4841-40a8-a165-239230c0c669,C0655,1031,48,17.0,1649.13
bf761c0f-9232-4dbb-8351-9c4b5b365ad4,C0513,1024,83,50.0,691.78
d12e6731-7d9f-4325-a650-31a1d446bc63,C0463,1014,84,43.0,1052.68
a189e19b-e0ae-4252-8729-7a9ac98e7fb5,C0587,1040,85,24.0,1556.93
6bc4588c-5a1a-4769-9f3e-f51464b4fb2f,C0034,1010,86,19.0,1590.88
e0c729a2-b666-453f-a413-9f85ddffc783,C0063,1016,59,37.0,778.67
aa2e0734-2692-4443-89c5-7d70356ba9ac,C0660,1030,87,22.0,1850.28
0e9322f8-92b7-4471-b675-ee7572540df3,C0538,1049,39,50.0,1669.96
4a60a347-0508-4a6e-bc84-e42164801d68,C0172,1015,46,46.0,76.93
f7cbffc2-3938-4609-aab6-de2dd6b6bb86,C0166,1003,88,28.0,1629.51
21a59756-e74f-4b40-bc17-754ff2965175,C0555,1010,89,1.0,1502.15
2ff79432-7fad-44f2-9634-c2bf7da8e9d7,C0367,1042,90,9.0,1304.7
64dedfbe-0c26-4f3f-8906-77b12bd33ece,C0477,1014,91,41.0,141.84
58475ef3-15ef-4fd6-b2e0-a7c6db4fcce4,C1000,1023,20,25.0,620.28
57931de4-bf64-40bc-8c07-a8afded16c66,C0038,1035,92,27.0,1813.16
09fa18e4-3351-49f1-9805-f5f748e57ae5,C0547,1022,18,37.0,1263.16
586839dd-7280-48c3-b809-f749c20f45b2,C0423,1000,93,27.0,1456.14
01250bfc-81d0-475a-858e-2f866db1bffb,C0840,1014,94,32.0,508.76
d9aa118d-4400-4c8e-9e8f-fd58402d4c58,C0393,1023,26,43.0,1885.0
d45c238b-30e5-4236-a071-9a0c646443d8,C0395,1008,95,40.0,1396.4
fd7d93cd-4fdf-4f65-ba17-9403b7edbeeb,C0285,1001,83,19.0,844.56
585627b3-5e92-4b5c-8f0c-5638024c3776,C0255,1006,96,39.0,1755.93
dfb99330-e676-4823-a27f-d44b955a61e6,C0206,1039,39,9.0,1999.04
c28dbfef-ed78-4b06-921a-2ae4a92c4653,C0591,1003,97,30.0,711.2
a83acee6-69dc-4b97-a00e-ffd593568c3e,C0338,1038,34,24.0,524.49
9bc4059c-aa4a-4e3d-ad29-22e0cee86645,C0058,1021,30,9.0,757.79
a09ecc0c-42cc-43e0-9c8f-2ddf9622f6a8,C0531,1032,47,43.0,1764.41
eaf7b86e-d4b1-4953-ae14-c136b0596d15,C0499,1022,98,13.0,1762.96
7682ec16-e3b0-4f0f-8068-4baf638ea442,C0844,1031,99,42.0,1242.79
d6e2c67e-bfd4-4568-a34f-4358c215b1c6,C0878,1045,19,5.0,887.35
2cdbc4be-721f-4cd6-879a-50eba74136f6,C0749,1025,19,5.0,732.2
cd2872d6-0fe9-41ea-8e1c-5832f745d973,C0365,1025,100,6.0,317.1
37b024bc-b9af-416b-82cc-1a69dc0b81de,C0065,1004,101,5.0,791.08
1d2c932a-869b-4d85-be79-c699c822f424,C0854,1047,102,44.0,1576.27
ce55edbf-a2bd-4297-866d-3f9102989244,C0283,1006,36,4.0,1360.31
e2825d09-285d-4852-a11e-786cc5a67706,C0763,1033,7,32.0,1328.52
6a3ad7d0-054c-4f34-945f-9984979c83c8,C0583,1040,95,49.0,274.27
bb7d478c-7cdf-4683-b18b-70fe1ffec914,C0808,1002,15,14.0,931.07
78be1d0c-1374-44f0-ad5c-c4e81cbfcde4,C0139,1034,103,36.0,1265.97
58535162-81e9-4161-ab73-8959314ac916,C0830,1047,73,48.0,730.26
114f69b7-0557-45e1-a8b6-bd574278fead,C0310,1010,31,38.0,467.04
b3c36b2d-16d7-4e82-85d2-be47b7ef5766,C0430,1012,104,7.0,1825.56
9d02314b-f157-4897-baa2-d7c793f71192,C0396,1028,4,6.0,1128.17
f1823964-ed68-43b2-83ee-8e0422b676fb,C0736,1008,63,11.0,1507.65
d362f521-2707-4116-9d06-c788698dc79e,C0285,1048,20,48.0,195.98
2d105c6f-9656-4b17-890d-c78b6e570e1b,C0173,1013,51,37.0,648.23
8338ade6-9a74-4c53-857c-2ed3dc4d05b9,C0240,1039,12,47.0,454.5
02c1dbe9-adf9-4200-9e7f-8a0b0b5bd277,C0738,1020,105,33.0,158.38
dac478c6-6146-435d-a4f4-a375c59fa7e3,C0753,1019,9,43.0,895.42
ddc672ec-3ddb-4956-896e-928100df5f59,C0054,1036,106,48.0,756.11
7be369be-0aa7-47a2-9289-97ad39cc1c75,C0544,1005,16,24.0,440.47
352127bd-9c03-497c-819c-d7b382dcabba,C0468,1016,33,29.0,302.41
afe199ac-260a-4606-bd4f-be237e078555,C0966,1011,80,46.0,346.42
54dc2680-5e4f-42cd-a066-cc57cdf04bd0,C0581,1029,107,7.0,1154.3
0b30d468-14fd-48c6-8ab5-462ea67c4541,C0471,1024,52,5.0,1684.02
8ea2232b-a1a1-4ac4-a085-651616aaf6df,C0453,1002,108,10.0,390.2
f08c1f1d-6882-4118-b3cd-c077c2e51943,C0424,1001,109,14.0,391.97
b334b53a-344e-4d4a-a5d2-9b04c60a4665,C0181,1027,46,22.0,1296.95
8bc6e0c8-a2a4-4cf2-b8a7-abb49f7426b2,C0143,1039,110,23.0,1931.63
c635140b-bbdd-4aa0-b12d-5f278c9d78b5,C0082,1037,107,2.0,1000.84
8c253e60-c403-4c13-b745-ada6820b506a,C0959,1024,8,10.0,1994.26
0bc293f7-758a-46bd-8276-1a9cf31ff9b5,C0199,1001,108,22.0,1951.98
edcf9398-e7a0-44be-b5c8-714e453c480c,C0698,1029,85,5.0,1342.2
32a2d11b-df32-4af2-981d-4667ab7792f6,C0969,1034,111,23.0,979.41
863ae4b9-f5b7-4296-ac9b-3ca2a77220c1,C0253,1047,26,5.0,1261.43
d718b309-bad6-4c80-ac62-09ce91fe7c2b,C0562,1004,44,20.0,212.05
0d7ec861-2883-4692-a2f4-a0b4967fed4f,C0318,1018,103,5.0,461.93
2e7eb9b7-2cd9-48e5-b12c-840965705ff4,C0964,1032,31,26.0,1659.99
f88e997a-65bc-4e3c-966f-7d8796f83c5d,C0256,1029,112,26.0,40458.92
2888170c-711a-44e4-b080-600e8faf1b55,C0067,1020,57,4.0,184.41
ab6ba852-c218-43ff-bc0b-f88ae7f539ff,C0840,1043,48,4.0,1670.53
877880e2-a8d3-4e5f-ad91-d02000170bc9,C0552,1048,106,17.0,952.0
f3ba2ce9-41e9-46db-b839-bb82a031d39f,C0107,1032,109,24.0,404.8
d129ccfe-a386-46f4-a9c4-b8ff297b560f,C0080,1023,113,1.0,1702.72
8befea8f-43be-41cb-9618-c537a0497963,C0640,1012,83,27.0,1480.24
2fe49708-a52e-401d-b5c2-eb7975b2983c,C0143,1001,114,42.0,1214.65
a90112aa-d3f3-4064-b9bd-8d391b528201,C0228,1039,45,4.0,1725.87
e6831d6a-e923-4018-8319-27135c981a0b,C0203,1007,91,10.0,1578.34
cbea1c75-8657-4e4d-bf0e-4208457fef72,C0408,1029,6,48.0,285.35
40ea2216-7874-4a56-b703-37295861e5af,C0136,1024,115,25.0,1862.32
85109b7e-9353-4e89-957d-89bb5e9aee53,C0306,1028,49,27.0,1291.35
17d610fc-eec2-4196-b145-f57fc7d9cf66,C0461,1019,87,45.0,1889.53
7b9deb16-b292-490f-8dc9-7fe9ff1b2c62,C0809,1029,13,5.0,553.57
1d5cb073-1956-40a6-ba94-1ba3923d5975,C0132,1021,116,5.0,1605.14
27a88424-0422-49c4-83e9-abb4d943e364,C0632,1015,97,3.0,224.59
33fe3b6b-dbee-43cf-86ca-a52f363eb7d5,C0915,1033,52,3.0,1774.32
6d64fddc-b727-44cb-a7f9-7b179c596236,C0435,1016,117,34.0,1205.8
56ada645-5362-4538-9627-05ab38d064ae,C0756,1033,118,15.0,1416.84
648b64ea-69bd-407f-97db-643411d845d7,C0509,1009,101,14.0,456.16
a6043489-da97-47ad-8ea7-4b1375b8005b,C0283,1028,119,46.0,1948.54
9df3d54e-5b5b-4255-99d1-0d390c3677b7,C0472,1032,57,20.0,269.89
b763001f-a050-4e85-accd-84f271b4e686,C0686,1003,105,4.0,610.38
6ef6e83c-a8bd-4dcb-b622-8124ef33b6e5,C0653,1019,21,10.0,77.91
6e1573c8-e276-47df-919c-6f2d8e1349e7,C0467,1041,48,26.0,1705.25
ddb64cd6-ef7b-4497-ab7e-b249da02a85c,C0755,1034,120,49.0,1825.9
9e60a222-c32e-4472-be4e-eb9d47cea01f,C0010,1037,18,11.0,812.31
a4b3ade5-30ef-4d3b-9809-79f109e21334,C0445,1034,91,7.0,385.25
f33a4278-f58a-4912-bd8f-c2700287ac0c,C0634,1040,118,18.0,1193.95
95b148fe-4bc0-465a-951e-648777bfd3c3,C0843,1031,121,14.0,1542.34
28ce5b3f-e543-48a7-9e6a-c766a756307e,C0857,1049,86,20.0,576.87
195eb497-20b3-47c2-bf7b-1fe94a1c89d5,C0844,1016,29,26.0,1109.66
bf58531f-a85b-49fc-ba64-fea2be47963f,C0611,1020,108,25.0,1508.14
7951ab3e-2563-47a3-ab7a-b3b9398a3217,C0468,1029,99,43.0,1467.72
337f4ebf-6fc0-475a-856d-8c22f2606679,C0068,1045,36,23.0,495.71
ffbbb1d8-599a-4aab-b582-86d3d3ee5037,C0878,1029,122,28.0,1015.07
093ee9bc-25b1-428f-8bb1-9362e9821897,C0399,1003,123,37.0,188.21
9f14da72-376c-4492-8772-e1ec137cd219,C0349,1006,124,8.0,1093.79
2213a992-c7d1-4a3c-9160-a33aef487964,C0187,1034,125,1.0,122.27
5ef71f30-a49d-4a44-94ad-3d4b302229ff,C0468,1038,126,37.0,408.0
84eb29bf-5922-4587-9765-66c9b750a5f6,C0650,1014,37,19.0,1705.99
768aab16-ea10-4d74-aa66-d585e5c0850b,C0682,1049,127,9.0,324.91
e1a6d311-4ca2-48de-b603-13aacfd56538,C0749,1026,66,12.0,1948.75
1ab5b7b6-146a-410d-adb9-33761ffbf91b,C0335,1041,128,43.0,1641.06
50482f93-76d0-4d4f-b8bc-e9c0a27905bf,C0267,1039,61,1.0,1552.1
fa171b13-bdb8-426b-a555-b44e6adf39ad,C0858,1041,49,45.0,1015.07
fd5a7567-f749-4c0a-bb29-4aceb197c5d0,C0590,1011,129,26.0,1110.42
ef21cf3b-411c-45d6-bd4c-0119bd25e1bf,C0238,1040,52,12.0,1932.05
838f8e79-4646-4c30-8952-28c1a9a56881,C0446,1025,32,41.0,427.15
f5ebdeec-dbb8-4c9e-8f60-0a8c334a85ff,C1000,1038,53,26.0,1126.75
df59422d-5b39-4b43-a1b2-667169bc4d06,C0677,1017,16,24.0,1832.12
8cf8ff1b-46e2-4027-a8cb-8c834d4ce1f4,C0633,1049,50,24.0,1128.3
7b759b14-df58-4ba7-b3a2-0ab78f74e972,C0019,1014,116,4.0,1509.9
adaf7f82-79d8-4b2f-afa5-d7ec7df32a14,C0408,1000,130,4.0,97.51
7421f947-44ac-430e-83d9-b48a709045d4,C0934,1015,29,30.0,648.29
d145674f-5238-4068-80d7-0e7ea7332942,C0037,1028,131,43.0,411.33
c91dc519-cd34-4a52-9ed5-79ca7118b945,C0680,1010,64,1.0,687.33
8e28d7bf-7093-4818-8c7a-47899615d6b1,C0715,1022,86,15.0,782.01
ab5d7adb-cede-4dd5-b830-4a8d1e58a604,C0307,1041,120,25.0,1424.05
8b3a2761-7f0f-4597-bfd4-4f9ef53562ae,C0967,1030,115,48.0,137.99
ae16fd36-9da0-498d-b5c3-08b830c98d62,C0088,1035,101,35.0,1969.76
4397e9df-6c81-4cb6-a02a-a17bd2dd03fd,C0140,1020,108,16.0,1160.94
625f9ab4-53a0-45b7-9e88-9f13127e8db7,C0205,1031,125,45.0,1015.07
a59f958c-5d7d-484e-857d-2a89c1182c00,C0607,1022,22,22.0,1149.25
